Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.0,,Insert,1893525,0,B,200,3295,G,
0.0,,Insert,1851208,0,A,500,3357,G,
0.0,,Insert,1807830,0,B,200,3312,G,
0.0,,Insert,1792619,0,A,200,3333,G,
0.0,,Insert,1861947,0,B,500,3294,G,
0.0,,Insert,1808018,0,A,100,3341,G,
0.0,,Insert,1711762,0,A,400,3362,G,
0.0,,Insert,1580362,0,A,100,3338,G,
0.0,,Insert,1759361,0,B,1000,3311,G,
0.0,,Insert,1692417,0,A,100,3319,G,
0.0,,Insert,1665438,0,A,100,3331,G,
0.0,,Insert,1967451,0,A,100,3347,G,
0.0,,Insert,1653127,0,A,100,3322,G,
0.0,,Insert,1580705,0,A,100,3329,G,
0.0,,Insert,1652218,0,A,100,3325,G,
0.0,,Insert,1843903,0,B,100,3293,G,
0.0,,Insert,1579007,0,B,100,3314,G,
0.0,,Insert,1642147,0,B,100,3297,G,
0.0,,Insert,1883968,0,A,100,3329,G,
0.0,,Insert,1898388,0,B,100,3295,G,
0.0,,Insert,1683699,0,A,600,3364,G,
0.0,,Insert,1717559,0,B,100,3294,G,
0.0,,Insert,1687665,0,A,600,3361,G,
0.0,,Insert,1979961,0,B,100,3303,G,
0.0,,Insert,1954650,0,A,200,3355,G,
0.0,,Insert,1845386,0,B,100,3293,G,
0.0,,Insert,1658876,0,B,200,3292,G,
0.0,,Insert,1673215,0,A,200,3367,G,
0.0,,Insert,1710312,0,A,400,3374,G,
0.0,,Insert,1928853,0,B,200,3311,G,
0.0,,Insert,1702864,0,A,200,3329,G,
0.0,,Insert,1963908,0,A,200,3351,G,
0.0,,Insert,1829348,0,A,200,3353,G,
0.0,,Insert,1998499,0,A,100,3352,G,
0.0,,Insert,1995909,0,B,100,3305,G,
0.0,,Insert,1575086,0,A,800,3353,G,
0.0,,Insert,1623854,0,A,400,3370,G,
0.0,,Insert,1788980,0,B,2000,3307,G,
0.0,,Insert,1986826,0,A,400,3365,G,
0.0,,Insert,1978340,0,B,200,3303,G,
0.0,,Insert,1875273,0,B,100,3295,G,
0.028705,PriceTrader,Insert,1,1,B,10,3314,G,
0.028842,PriceTrader,Insert,2,1,A,10,3316,G,
0.028931,BaseAutoTrader,Insert,1,1,B,10,3314,G,
0.029017,BaseAutoTrader,Insert,2,1,A,10,3316,G,
0.040037,,Insert,5000512,1,B,145,3315,G,
0.089792,,Insert,1991338,0,A,600,3318,G,
0.144803,,Insert,5000513,1,A,15,3317,G,
0.148027,,Insert,7020956,1,A,10000,3317,G,
0.148027,,Insert,7020957,1,B,10000,3312,G,
0.150654,,Insert,1842439,0,B,200,3316,F,
0.150654,,Insert,1884080,0,B,200,3317,F,
0.151139,,Insert,1783014,0,A,200,3317,G,
0.155775,,Insert,1918193,0,A,100,3317,G,
0.172666,,Insert,1728560,0,A,100,3314,F,
0.172666,,Insert,1736019,0,A,100,3314,G,
0.172868,,Insert,1600587,0,B,100,3314,F,
0.172926,,Cancel,1983381,,,-100,,,
0.172926,,Insert,1849049,0,B,200,3313,G,
0.173005,,Insert,1905378,0,B,100,3314,G,
0.173097,,Cancel,1912876,,,-100,,,
0.173133,,Cancel,1783014,,,-200,,,
0.173277,,Insert,1904651,0,B,100,3314,G,
0.173536,,Insert,1626613,0,A,100,3316,G,
0.173625,,Insert,1758400,0,A,100,3316,G,
0.173703,,Insert,1699249,0,A,100,3316,G,
0.181584,,Insert,1690548,0,A,100,3322,G,
0.181617,,Insert,1767013,0,B,100,3311,G,
0.199725,,Cancel,1869392,,,-100,,,
0.199725,,Insert,1889159,0,B,100,3314,G,
0.199843,,Insert,1979579,0,B,100,3314,G,
0.199917,,Insert,1776221,0,B,100,3314,G,
0.20853,,Cancel,1692417,,,-100,,,
0.20853,,Insert,1765461,0,A,100,3316,G,
0.272824,,Insert,1715996,0,B,100,3313,G,
0.324226,,Cancel,7020956,,,-10000,,,
0.324226,,Cancel,7020957,,,-10000,,,
0.324226,,Insert,7020958,1,A,10000,3317,G,
0.324226,,Insert,7020959,1,B,10000,3312,G,
0.745637,,Insert,1585834,0,A,100,3314,F,
0.803967,,Insert,1678350,0,A,200,3346,G,
0.847749,,Insert,1707184,0,A,100,3317,G,
0.851,,Insert,1752244,0,B,200,3314,G,
0.936061,,Insert,1777373,0,A,100,3314,F,
1.080088,,Cancel,1968810,,,-200,,,
1.102915,,Insert,5000514,1,B,388,3315,G,
1.103925,,Cancel,7020958,,,-10000,,,
1.103925,,Cancel,7020959,,,-10000,,,
1.103925,,Insert,7020960,1,A,10000,3317,G,
1.103925,,Insert,7020961,1,B,10000,3312,G,
1.111982,,Insert,1848452,0,B,200,3314,G,
1.112139,,Insert,1654619,0,B,100,3314,G,
1.115372,,Insert,1997564,0,A,100,3317,G,
1.115443,,Insert,1880911,0,A,100,3321,G,
1.132919,,Insert,5000515,1,A,241,3316,G,
1.169966,,Insert,1647060,0,A,1000,3323,G,
1.169987,,Insert,1687096,0,B,1000,3308,G,
1.181838,,Cancel,1690548,,,-100,,,
1.307011,,Insert,1881610,0,B,200,3314,G,
1.325069,,Insert,1718227,0,A,100,3314,F,
1.325069,,Insert,1954644,0,A,100,3314,F,
1.325069,,Insert,1756492,0,A,100,3314,F,
1.325069,,Insert,1771002,0,A,200,3314,F,
1.325069,,Insert,1986254,0,A,200,3314,F,
1.325069,,Insert,1948722,0,A,100,3314,F,
1.325069,,Insert,1994560,0,A,200,3314,F,
1.325069,,Insert,1654706,0,A,200,3313,F,
1.325069,,Insert,1639526,0,A,100,3313,F,
1.325069,,Insert,1584776,0,A,200,3312,F,
1.325069,,Amend,1886253,,,-200,,,
1.325069,,Amend,1591031,,,-200,,,
1.325069,,Insert,1824383,0,A,100,3312,F,
1.325477,,Insert,1856797,0,A,200,3315,G,
1.325493,,Insert,1827294,0,B,200,3312,G,
1.325557,,Insert,1898441,0,A,100,3315,G,
1.325643,,Insert,1606510,0,A,100,3314,G,
1.325678,,Insert,1956270,0,B,100,3312,G,
1.359426,,Cancel,1943880,,,-400,,,
1.362799,,Cancel,1871410,,,-400,,,
1.392557,,Insert,1595434,0,A,400,3318,G,
1.392658,,Cancel,1880911,,,-100,,,
1.398902,,Insert,1854183,0,B,400,3310,G,
1.408993,,Insert,1841155,0,B,100,3314,F,
1.409182,,Insert,1771051,0,B,200,3313,G,
1.409213,,Insert,1716883,0,A,100,3314,G,
1.409276,,Insert,1674317,0,B,100,3313,G,
1.409327,,Insert,1686184,0,B,100,3314,F,
1.421754,,Insert,1806852,0,A,100,3325,G,
1.421771,,Insert,1972839,0,A,100,3324,G,
1.421782,,Insert,1760908,0,A,100,3323,G,
1.465361,,Insert,1841010,0,B,100,3314,G,
1.465437,,Insert,1777698,0,B,100,3314,G,
1.465476,,Cancel,1827294,,,-200,,,
1.465525,,Insert,1740366,0,B,200,3314,G,
1.509037,BaseAutoTrader,Cancel,2,,,-10,,,
1.509172,BaseAutoTrader,Insert,3,1,A,10,3315,G,
1.509172,BaseAutoTrader,Trade,3,1,A,10,3315,,6.63
1.509172,BaseAutoTrader,Hedge,3,0,B,10,3314,,
1.510941,PriceTrader,Cancel,2,,,-10,,,
1.51107,PriceTrader,Insert,3,1,A,10,3315,G,
1.51107,PriceTrader,Trade,3,1,A,10,3315,,6.63
1.51107,PriceTrader,Hedge,3,0,B,10,3314,,
1.521747,,Insert,1988623,0,A,100,3328,G,
1.521769,,Insert,1747210,0,A,100,3327,G,
1.521782,,Insert,1805775,0,A,100,3326,G,
1.521867,,Insert,1868548,0,A,100,3319,G,
1.527053,,Insert,1720575,0,A,100,3314,F,
1.527053,,Insert,1894094,0,A,100,3314,F,
1.527238,,Cancel,1740366,,,-200,,,
1.54341,,Cancel,1986815,,,-100,,,
1.543449,,Cancel,1767436,,,-100,,,
1.543574,,Cancel,1975845,,,-100,,,
1.543662,,Cancel,1696044,,,-100,,,
1.54374,,Cancel,1602070,,,-100,,,
1.543838,,Cancel,1653127,,,-100,,,
1.544012,,Cancel,1708526,,,-100,,,
1.586143,,Insert,1980979,0,B,200,3313,G,
1.592088,,Insert,1627884,0,B,100,3314,G,
1.592166,,Insert,1587606,0,B,100,3314,G,
1.592234,,Insert,1930811,0,B,200,3314,G,
1.614068,,Cancel,7020960,,,-10000,,,
1.614068,,Cancel,7020961,,,-10000,,,
1.614068,,Insert,7020962,1,A,10000,3317,G,
1.614068,,Insert,7020963,1,B,10000,3312,G,
1.621745,,Insert,1765785,0,A,100,3329,G,
1.621761,,Insert,1938820,0,A,100,3330,G,
1.621777,,Insert,1773981,0,A,100,3331,G,
1.69922,,Cancel,1765461,,,-100,,,
1.69922,,Insert,1890255,0,A,100,3315,G,
1.708464,,Cancel,1870068,,,-500,,,
1.721749,,Insert,1607485,0,A,100,3332,G,
1.726521,,Insert,5000516,1,B,36,3313,G,
1.757665,BaseAutoTrader,Cancel,1,,,-10,,,
1.757749,BaseAutoTrader,Insert,4,1,B,10,3315,G,
1.757894,BaseAutoTrader,Insert,5,1,A,10,3316,G,
1.758105,PriceTrader,Cancel,1,,,-10,,,
1.758218,PriceTrader,Insert,4,1,B,10,3315,G,
1.758342,PriceTrader,Insert,5,1,A,10,3316,G,
1.821745,,Insert,1908116,0,A,100,3333,G,
1.82176,,Insert,1774584,0,A,100,3334,G,
1.821769,,Insert,1944266,0,B,100,3309,G,
1.859946,,Insert,5000517,1,B,367,3315,G,
1.880064,,Cancel,1861947,,,-500,,,
1.882976,,Cancel,1726354,,,-500,,,
1.886006,,Cancel,1716196,,,-500,,,
1.889074,,Cancel,1606340,,,-500,,,
1.892045,,Cancel,1753806,,,-500,,,
1.921742,,Insert,1776737,0,B,100,3307,G,
1.921759,,Insert,1712040,0,B,100,3308,G,
1.921771,,Insert,1983259,0,B,100,3306,G,
2.021744,,Insert,1902528,0,B,100,3304,G,
2.021764,,Insert,1710037,0,B,100,3303,G,
2.021774,,Insert,1805418,0,B,100,3305,G,
2.057604,,Insert,1577608,0,A,100,3318,G,
2.075023,,Cancel,7020962,,,-10000,,,
2.075023,,Cancel,7020963,,,-10000,,,
2.075023,,Insert,7020964,1,A,10000,3317,G,
2.075023,,Insert,7020965,1,B,10000,3312,G,
2.121746,,Insert,1708043,0,B,100,3302,G,
2.121765,,Insert,1966492,0,B,100,3301,G,
2.121776,,Insert,1891721,0,B,100,3300,G,
2.126066,,Insert,1987545,0,A,100,3314,F,
2.126066,,Insert,1837074,0,A,100,3314,F,
2.126246,,Insert,1700956,0,B,200,3315,F,
2.126246,,Amend,1890255,,,-100,,,
2.126375,,Cancel,1930811,,,-200,,,
2.126556,,Cancel,1868548,,,-100,,,
2.126726,,Cancel,1944266,,,-100,,,
2.126782,,Insert,1933704,0,A,100,3321,G,
2.12682,,Cancel,1898441,,,-100,,,
2.126909,,Insert,1694195,0,B,200,3314,G,
2.127949,,Insert,1909414,0,B,300,3314,G,
2.128018,,Insert,1771650,0,B,100,3313,G,
2.128204,,Insert,1662466,0,B,100,3314,G,
2.221745,,Insert,1977401,0,B,100,3299,G,
2.221764,,Insert,1933258,0,B,100,3298,G,
2.255013,BaseAutoTrader,Cancel,5,,,-10,,,
2.255206,BaseAutoTrader,Insert,6,1,A,10,3317,G,
2.255373,PriceTrader,Cancel,5,,,-10,,,
2.255454,PriceTrader,Insert,6,1,A,10,3317,G,
2.281914,,Insert,1912786,0,A,100,3363,G,
2.321746,,Insert,1896769,0,B,100,3309,G,
2.371916,,Insert,1605854,0,A,2000,3320,G,
2.372134,,Insert,1910046,0,A,2000,3323,G,
2.372193,,Cancel,1910046,,,-2000,,,
2.421867,,Insert,1953177,0,A,2000,3321,G,
2.421988,,Cancel,1774584,,,-100,,,
2.422071,,Insert,1987759,0,A,2000,3323,G,
2.422128,,Cancel,1987759,,,-2000,,,
2.459759,,Insert,1987969,0,A,100,3315,G,
2.460194,,Insert,1916181,0,A,2000,3323,G,
2.460251,,Cancel,1916181,,,-2000,,,
2.508913,PriceTrader,Cancel,6,,,-10,,,
2.509193,PriceTrader,Insert,7,1,A,10,3316,G,
2.509292,BaseAutoTrader,Cancel,6,,,-10,,,
2.509369,BaseAutoTrader,Insert,7,1,A,10,3316,G,
2.521742,,Insert,1794497,0,A,100,3320,G,
2.52176,,Insert,1674523,0,A,100,3321,G,
2.52177,,Insert,1933445,0,A,100,3322,G,
2.522797,,Insert,1797932,0,A,100,3318,G,
2.522863,,Insert,1839378,0,A,100,3320,G,
2.551468,,Insert,1696661,0,A,100,3328,G,
2.581585,,Cancel,1933704,,,-100,,,
2.591071,,Cancel,7020964,,,-10000,,,
2.591071,,Cancel,7020965,,,-10000,,,
2.591071,,Insert,7020966,1,A,10000,3317,G,
2.591071,,Insert,7020967,1,B,10000,3312,G,
2.621876,,Insert,1774419,0,A,2000,3319,G,
2.62193,,Insert,1988348,0,A,2000,3323,G,
2.621946,,Cancel,1953177,,,-2000,,,
2.622072,,Insert,1607428,0,A,2000,3322,G,
2.623071,,Insert,5000518,1,B,98,3316,G,
2.653551,,Insert,5000519,1,B,117,3314,G,
2.677792,,Insert,1670039,0,A,200,3314,F,
2.678226,,Insert,1988794,0,B,2000,3307,G,
2.678284,,Cancel,1988794,,,-2000,,,
2.722026,,Cancel,1908116,,,-100,,,
2.872291,,Insert,5000520,1,B,40,3313,G,
2.921752,,Insert,1666335,0,A,100,3319,G,
3.006036,,Cancel,7020966,,,-10000,,,
3.006036,,Cancel,7020967,,,-10000,,,
3.006036,,Insert,7020968,1,A,10000,3317,G,
3.006036,,Insert,7020969,1,B,10000,3312,G,
3.150105,,Insert,1867378,0,A,100,3315,G,
3.150177,,Insert,1667425,0,A,100,3319,G,
3.150187,,Insert,1624705,0,B,200,3314,G,
3.150201,,Insert,1606351,0,A,100,3315,G,
3.18009,,Insert,5000521,1,A,188,3313,G,
3.18158,,Cancel,1839378,,,-100,,,
3.421772,,Insert,1859169,0,B,100,3310,G,
3.421887,,Insert,1975393,0,B,2000,3309,G,
3.421937,,Insert,1750794,0,B,2000,3308,G,
3.510526,,Insert,5000522,1,B,60,3313,G,
3.521911,,Insert,1893056,0,B,2000,3307,G,
3.535752,,Cancel,1903300,,,-100,,,
3.564262,,Cancel,7020968,,,-10000,,,
3.564262,,Cancel,7020969,,,-10000,,,
3.564262,,Insert,7020970,1,A,10000,3317,G,
3.564262,,Insert,7020971,1,B,10000,3312,G,
3.771982,,Insert,1668581,0,A,600,3316,G,
3.99638,,Insert,1835288,0,B,200,3314,G,
3.996489,,Cancel,1606351,,,-100,,,
3.996509,,Cancel,1987969,,,-100,,,
3.999876,,Insert,1720122,0,B,100,3315,F,
4.000114,,Cancel,1666335,,,-100,,,
4.000149,,Cancel,1774419,,,-2000,,,
4.000274,,Insert,1984725,0,A,2000,3321,G,
4.000514,,Insert,1963415,0,B,300,3315,G,
4.000588,,Insert,1679718,0,B,100,3315,G,
4.00063,,Cancel,1771051,,,-200,,,
4.000639,,Insert,1806464,0,B,100,3311,G,
4.000665,,Insert,1899780,0,B,200,3315,G,
4.000715,,Insert,1800108,0,B,2000,3310,G,
4.000774,,Cancel,1893056,,,-2000,,,
4.006072,BaseAutoTrader,Cancel,4,,,-10,,,
4.006275,BaseAutoTrader,Cancel,7,,,-10,,,
4.006393,BaseAutoTrader,Insert,8,1,B,10,3316,G,
4.006393,BaseAutoTrader,Trade,8,1,B,10,3316,,6.63
4.006393,BaseAutoTrader,Hedge,8,0,A,10,3315,,
4.006919,BaseAutoTrader,Insert,9,1,A,10,3317,G,
4.007077,PriceTrader,Cancel,4,,,-10,,,
4.007152,PriceTrader,Cancel,7,,,-10,,,
4.007206,PriceTrader,Insert,8,1,B,10,3316,G,
4.007206,PriceTrader,Trade,8,1,B,10,3316,,6.63
4.007206,PriceTrader,Hedge,8,0,A,10,3315,,
4.007593,PriceTrader,Insert,9,1,A,10,3317,G,
4.021913,,Cancel,1607428,,,-2000,,,
4.022045,,Insert,1872754,0,A,2000,3324,G,
4.09215,,Cancel,7020970,,,-10000,,,
4.09215,,Cancel,7020971,,,-10000,,,
4.09215,,Insert,7020972,1,A,10000,3318,G,
4.09215,,Insert,7020973,1,B,10000,3313,G,
4.157204,,Cancel,1797932,,,-100,,,
4.256579,PriceTrader,Cancel,9,,,-10,,,
4.25679,PriceTrader,Insert,10,1,B,10,3315,G,
4.25699,PriceTrader,Insert,11,1,A,10,3316,G,
4.257197,BaseAutoTrader,Cancel,9,,,-10,,,
4.257323,BaseAutoTrader,Insert,10,1,B,10,3315,G,
4.257489,BaseAutoTrader,Insert,11,1,A,10,3316,G,
4.26884,,Insert,1886657,0,B,200,3314,G,
4.268913,,Insert,1704141,0,B,100,3312,G,
4.281568,,Cancel,1767013,,,-100,,,
4.286064,,Insert,1916963,0,A,600,3317,G,
4.311742,,Cancel,1577608,,,-100,,,
4.358711,,Insert,5000523,1,A,26,3314,G,
4.493592,,Insert,5000524,1,B,73,3315,G,
4.519621,,Insert,1643776,0,B,1000,3314,G,
4.519713,,Insert,1886507,0,B,100,3313,G,
4.555135,,Insert,5000525,1,B,43,3316,G,
4.581571,,Cancel,1704141,,,-100,,,
4.875656,,Insert,5000526,1,B,76,3316,G,
4.930416,,Insert,5000527,1,A,26,3314,G,
4.949531,,Cancel,7020972,,,-10000,,,
4.949531,,Cancel,7020973,,,-10000,,,
4.949531,,Insert,7020974,1,A,10000,3318,G,
4.949531,,Insert,7020975,1,B,10000,3313,G,
4.973857,,Cancel,1980979,,,-200,,,
4.973857,,Insert,1829136,0,B,200,3315,G,
5.182827,,Cancel,7020974,,,-10000,,,
5.182827,,Cancel,7020975,,,-10000,,,
5.182827,,Insert,7020976,1,A,10000,3318,G,
5.182827,,Insert,7020977,1,B,10000,3313,G,
5.246393,,Insert,1961479,0,A,100,3316,G,
5.317295,,Cancel,1813766,,,-500,,,
5.556624,,Insert,1750934,0,A,1200,3367,G,
5.63593,,Cancel,7020976,,,-10000,,,
5.63593,,Cancel,7020977,,,-10000,,,
5.63593,,Insert,7020978,1,A,10000,3318,G,
5.63593,,Insert,7020979,1,B,10000,3313,G,
5.655611,,Insert,1647447,0,B,100,3293,G,
5.705889,,Insert,5000528,1,B,15,3315,G,
5.793148,,Insert,5000529,1,A,269,3315,G,
5.959801,,Cancel,7020978,,,-10000,,,
5.959801,,Cancel,7020979,,,-10000,,,
5.959801,,Insert,7020980,1,A,10000,3318,G,
5.959801,,Insert,7020981,1,B,10000,3313,G,
6.203979,,Insert,1704189,0,A,300,3325,G,
6.38306,,Cancel,1667952,,,-100,,,
6.38306,,Insert,1897223,0,A,100,3333,G,
6.421907,,Cancel,1750934,,,-1200,,,
6.580827,,Insert,1899120,0,A,1200,3320,G,
